ID,TIPO,RAZON,ACTIVATION_CHANNEL,AGEING,BUSINESS_UNIT,TECHNOLOGY,DEVICE_TECHNOLOGY,DATA_USR,DATA_USR_M-1,DATA_USR_M-2,DATA_USR_M-3,DEVICE_TYPE,REGIONAL,DEPARTMENT,CITY,OPENING,GROSS,RECONNECTION,QTY_RCHG,QTY_RCHG_M-1,QTY_RCHG_M-2,QTY_RCHG_M-3,AMNT_RCHG,AMNT_RCHG_M-1,AMNT_RCHG_M-2,AMNT_RCHG_M-3,REV_TOTAL,REV_TOTAL_M-1,REV_TOTAL_M-2,REV_TOTAL_M-3,REV_IN,REV_IN_M-1,REV_IN_M-2,REV_IN_M-3,REV_OUT,REV_OUT_M-1,REV_OUT_M-2,REV_OUT_M-3,ARPU,CALLS_IN,CALLS_IN_M-1,CALLS_IN_M-2,CALLS_IN_M-3,MINUTES_IN,MINUTES_IN_M-1,MINUTES_IN_M-2,MINUTES_IN_M-3,MSG_IN,MSG_IN_M-1,MSG_IN_M-2,MSG_IN_M-3,CALLS_OUT,CALLS_OUT_M-1,CALLS_OUT_M-2,CALLS_OUT_M-3,MINUTES_OUT,MINUTES_OUT_M-1,MINUTES_OUT_M-2,MINUTES_OUT_M-3,MSG_OUT,MSG_OUT_M-1,MSG_OUT_M-2,MSG_OUT_M-3,PCKG_VOICE_FIXNET_M-1,PCKG_VOICE_FIXNET_M-2,PCKG_VOICE_FIXNET_M-3,REV_OUT_COMMUNICATION,REV_OUT_COMMUNICATION_M-1,REV_OUT_COMMUNICATION_M-2,REV_OUT_COMMUNICATION_M-3,REV_OUT_ENTERTAIMENT,REV_OUT_ENTERTAIMENT_M-1,REV_OUT_ENTERTAIMENT_M-2,REV_OUT_ENTERTAIMENT_M-3,REV_OUT_INFORMATION,REV_OUT_INFORMATION_M-1,REV_OUT_INFORMATION_M-2,REV_OUT_INFORMATION_M-3,REV_OUT_SOLUTIONS,REV_OUT_SOLUTIONS_M-1,REV_OUT_SOLUTIONS_M-2,REV_OUT_SOLUTIONS_M-3,CONSUMO_DATOS,CONSUMO_DATOS_M-1,CONSUMO_DATOS_M-2,CONSUMO_DATOS_M-3,CORE,CORE_M-1,CORE_M-2,CORE_M-3,DIAS_INACTIVIDAD,DIAS_INACTIVIDAD_M-1,DIAS_INACTIVIDAD_M-2,DIAS_INACTIVIDAD_M-3,QTY_PQT,PQT_MAS_COMPRADO,qty_pqt_M.1,pqt_mas_comprado_M.1,qty_pqt_M.2,pqt_mas_comprado_M.2,qty_pqt_M.3,pqt_mas_comprado_M.3,CHURN
290239,Base,Base,DISTRIBUIDORES,12.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,1.0,1,2,1,31000.0,10000.0,40000.0,10000.0,26668.0,9233,34048,9120,488.0,533,257,504,26180.0,8700,33791,8616,0,164.0,184,107,144,346.2,373.5,316.5,297.3,11.0,1.0,3.0,1.0,306.0,285,133,93,589.0,533.4,318.9,166.1,49.0,48,51,50,0.0,0.0,0.0,3785.0,1221,4884,1221,0.0,0,0,0,22143.0,7143,28571,7143,252.0,336,336,252,4117892.0,1384688.0,1710220.0,1004025.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,2,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 10 GB + WA + FB 30d -$30000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,0
328943,Base,Base,FUERZA_VD,3.0,MOBILE,4G,4G,Y,N,N,N,SMARTPHONE,ANDINA,ANTIOQUIA,COPACABANA,Y,N,N,1.0,1,0,0,11000.0,5000.0,0.0,0.0,16676.0,698,0,0,3358.0,698,0,0,13318.0,0,0,0,0,33.0,8,0,0,252.0,52.3,0.0,0.0,0.0,4.0,0.0,0.0,116.0,70,0,0,146.7,74.4,0.0,0.0,2.0,5,0,0,0.0,0.0,0.0,3843.0,0,0,0,1618.0,0,0,0,7857.0,0,0,0,0.0,0,0,0,7369098.0,1416682.0,0.0,0.0,CORE,NO CORE,NO CORE,NO CORE,0.0,0,26,0,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,,,,,,,0
29144,Base,Base,DISTRIBUIDORES,5.0,MOBILE,4G,4G,Y,Y,N,N,SMARTPHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,6.0,2,0,0,10000.0,2000.0,0.0,0.0,11067.0,1673,0,0,1294.0,0,0,0,9773.0,1673,0,0,0,45.0,0,0,0,160.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,46.0,0,0,0,71.8,0.0,0.0,0.0,19.0,0,0,0,0.0,0.0,0.0,4412.0,244,0,0,0.0,0,0,0,5042.0,1429,0,0,319.0,0,0,0,1539154.1,0.0,0.0,0.0,CORE,CORE   ,NO CORE,NO CORE,1.0,1,63,32,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,,,,,,,0
269919,Base,Base,DISTRIBUIDORES,83.0,MOBILE,4G,4G,Y,Y,Y,Y,SMARTPHONE,BOGOTA,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Y,N,N,3.0,2,2,3,31000.0,10000.0,20000.0,30000.0,28150.0,7814,18483,26336,1369.0,285,660,1952,26781.0,7529,17823,24384,0,86.0,103,126,118,197.3,160.7,190.0,362.0,2.0,9.0,21.0,4.0,12.0,29,40,25,35.5,25.7,54.0,90.0,21.0,13,16,23,0.0,0.0,0.0,3369.0,1050,2344,2137,3697.0,168,2605,7059,18403.0,4765,11429,13550,1311.0,1546,1445,1639,2014496.0,617077.0,11073150.0,2048528.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,1,0,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 5 GB Sem -$10000,,,1.0,SUSCRIPCION 60 Minutos + 60 SMS Allnet + 60 MB -$1000,3.0,SUSCRIPCION 60 Minutos + 60 SMS Allnet + 60 MB -$1000,0
170281,Base,Base,RETAIL,28.0,MOBILE,4G,4G,Y,Y,Y,Y,SMARTPHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,2.0,1,2,1,42000.0,20000.0,40000.0,20000.0,40947.0,18863,36146,22231,5819.0,2136,2691,5504,35128.0,16727,33455,16727,0,84.0,46,56,82,435.8,152.9,201.3,412.4,10.0,4.0,6.0,9.0,255.0,244,374,373,987.1,944.2,1519.8,1431.9,21.0,17,18,17,0.0,0.0,0.0,5128.0,2442,4884,2442,0.0,0,0,0,30000.0,14286,28571,14286,0.0,0,0,0,1247460.0,9296315.0,1213128.0,1193989.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,2.0,"Voz Ilimitada + SMS Ilimitados Allnet + 7,5 GB + WA + FB 20d -$20000",1.0,"Voz Ilimitada + SMS Ilimitados Allnet + 7,5 GB + WA + FB 20d -$20000",2.0,"Voz Ilimitada + SMS Ilimitados Allnet + 7,5 GB + WA + FB 20d -$20000",1.0,"Voz Ilimitada + SMS Ilimitados Allnet + 7,5 GB + WA + FB 20d -$20000",0
339296,Base,Base,TIENDAS_PROPIAS,9.0,MOBILE,4G,4G,Y,Y,N,N,SMARTPHONE,SUR,TOLIMA,IBAGUÉ,Y,N,N,1.0,2,0,1,3500.0,12000.0,0.0,1000.0,3882.0,10830,141,2039,955.0,794,141,1204,2927.0,10036,0,835,0,39.0,26,36,36,71.4,59.6,10.7,75.2,2.0,1.0,1.0,3.0,4.0,0,0,3,1.5,0.0,0.0,1.0,1.0,0,0,1,0.0,0.0,0.0,427.0,1465,0,141,0.0,0,0,693,2500.0,8571,0,0,0.0,0,0,0,552205.6,4728658.0,42368.4,75057.8,CORE,CORE   ,NO CORE,CORE   ,0.0,0,0,2,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,,,,,0
437582,Base,Base,DISTRIBUIDORES,3.0,MOBILE,4G,2G,N,N,N,N,SMARTPHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,0.0,0,0,0,0.0,0.0,0.0,0.0,6307.0,673,3,0,6307.0,673,3,0,0.0,0,0,0,0,33.0,4,1,0,472.8,84.2,0.1,0.0,4.0,1.0,3.0,0.0,2.0,0,0,0,4.1,0.0,0.0,0.0,5.0,2,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,139870.5,29142.0,3160.9,0.0,CORE,NO CORE,NO CORE,NO CORE,5.0,5,0,0,,,,,,,,,0
480783,Base,Base,DISTRIBUIDORES,29.0,MOBILE,2G,4G,N,N,N,N,SMARTPHONE,BOGOTA,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Y,N,N,0.0,1,0,0,0.0,5000.0,0.0,0.0,4200.0,279,1,0,354.0,1,1,0,3846.0,278,0,0,0,5.0,0,0,0,26.5,0.0,0.0,0.0,1.0,2.0,1.0,0.0,11.0,12,0,0,15.7,5.0,0.0,0.0,16.0,15,1,8,0.0,0.0,0.0,1998.0,278,0,0,1849.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,185.6,7.6,0.0,CORE,NO CORE,NO CORE,NO CORE,0.0,0,0,15,,,,,,,,,0
110965,Base,Base,DISTRIBUIDORES,25.0,MOBILE,4G,3G,Y,Y,Y,Y,SMARTPHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,2.0,4,4,2,13000.0,24000.0,21000.0,6000.0,11144.0,20084,17579,5065,271.0,11,15,47,10873.0,20073,17564,5018,0,15.0,0,0,2,31.1,0.0,0.0,2.6,6.0,11.0,21.0,25.0,39.0,0,1,14,161.1,0.0,0.3,18.9,3.0,1,18,18,0.0,0.0,0.0,1587.0,2930,2564,733,0.0,0,0,0,9286.0,17143,15000,4286,0.0,0,0,0,958151.0,20777661.0,13712964.0,4574020.0,CORE,CORE   ,CORE   ,CORE   ,8.0,8,0,5,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,0
263900,Base,Base,DISTRIBUIDORES,15.0,MOBILE,4G,4G,Y,N,Y,Y,SMARTPHONE,COSTA,LA GUAJIRA,RIOHACHA,Y,N,N,2.0,0,6,3,6500.0,0.0,21000.0,12000.0,5439.0,273,17653,10241,3.0,273,89,205,5436.0,0,17564,10036,0,3.0,10,5,4,0.2,1.6,2.7,0.1,1.0,1.0,3.0,1.0,34.0,1,22,17,6.9,0.9,11.4,10.9,1.0,11,28,29,0.0,0.0,0.0,794.0,0,2564,1465,0.0,0,0,0,4643.0,0,15000,8571,0.0,0,0,0,4212421.0,1071359.0,9743951.0,8901805.0,CORE,NO CORE,CORE   ,CORE   ,0.0,0,0,0,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,,,6.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,0
326763,Base,Base,RETAIL,80.0,MOBILE,4G,4G,Y,N,N,N,SMARTPHONE,BOGOTA,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Y,N,N,4.0,0,2,1,22500.0,0.0,12000.0,5000.0,14870.0,4003,8201,3548,809.0,713,1042,632,14061.0,3290,7159,2916,0,31.0,30,25,30,101.7,62.9,93.0,53.0,3.0,6.0,2.0,3.0,27.0,8,14,14,65.8,87.2,48.0,10.5,4.0,1,2,0,0.0,0.0,0.0,5720.0,517,2537,1529,3697.0,2773,4622,1387,4643.0,0,0,0,0.0,0,0,0,3312.7,21.6,17.2,22.9,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,1,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,,,,,,,0
327380,Base,Base,DISTRIBUIDORES,4.0,MOBILE,4G,2G,Y,N,N,N,SMARTPHONE,COSTA,ATLÁNTICO,SOLEDAD,N,Y,N,4.0,0,0,0,26000.0,0.0,0.0,0.0,22480.0,0,0,0,734.0,0,0,0,21746.0,0,0,0,0,55.0,0,0,0,138.9,0.0,0.0,0.0,7.0,0.0,0.0,0.0,181.0,0,0,0,230.3,0.0,0.0,0.0,6.0,0,0,0,0.0,0.0,0.0,3174.0,0,0,0,0.0,0,0,0,18571.0,0,0,0,0.0,0,0,0,11567113.0,0.0,0.0,0.0,CORE,NO CORE,NO CORE,NO CORE,63.0,63,33,2,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,,,,,,,0
478356,Base,Base,DISTRIBUIDORES,36.0,MOBILE,4G,4G,Y,Y,Y,Y,SMARTPHONE,BOGOTA,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Y,N,N,2.0,5,3,4,26000.0,47000.0,14000.0,25000.0,32163.0,27758,17046,18687,650.0,194,874,161,31513.0,27564,16172,18526,0,14.0,11,26,31,44.8,14.2,71.4,34.9,3.0,4.0,7.0,3.0,57.0,24,31,135,42.9,25.0,58.2,111.9,30.0,24,42,36,0.0,0.0,0.0,7206.0,14245,2075,4849,1155.0,1849,2311,462,21571.0,11471,11492,12920,1580.0,0,294,294,11854867.0,4588937.0,9217023.0,8646032.0,CORE,CORE   ,CORE   ,CORE   ,1.0,1,0,0,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,8.0,SUSCRIPCION 60 Minutos + 60 SMS Allnet + 60 MB -$1000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,,,0
319586,Base,Base,DISTRIBUIDORES,4.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,ANDINA,NORTE DE SANTANDER,SAN CALIXTO,Y,N,N,1.0,1,1,1,16000.0,15000.0,15000.0,15000.0,14692.0,14187,13639,12999,1310.0,1641,1093,453,13382.0,12546,12546,12546,0,81.0,118,80,42,95.0,120.0,78.6,34.0,6.0,5.0,5.0,4.0,270.0,328,209,90,304.4,326.1,134.7,53.7,9.0,4,1,2,0.0,0.0,0.0,1953.0,1831,1831,1831,0.0,0,0,0,11429.0,10714,10714,10714,0.0,0,0,0,7707286.0,6637217.0,6061133.0,4237900.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 6 GB + WA + FB 30d -$15000,0
79276,Base,Base,DISTRIBUIDORES,10.0,MOBILE,3G,4G,Y,Y,Y,Y,SMARTPHONE,COSTA,BOLÍVAR,CARTAGENA DE INDIAS,Y,N,N,1.0,2,3,3,6000.0,9000.0,15000.0,20000.0,6027.0,7902,14634,17904,0.0,375,72,1177,6027.0,7527,14562,16727,0,0.0,2,3,14,0.0,28.0,5.4,88.3,0.0,4.0,0.0,0.0,2.0,12,5,38,9.2,62.0,40.4,57.3,9.0,26,1,14,0.0,0.0,0.0,733.0,1099,1831,2442,0.0,0,0,0,4387.0,6429,10916,14286,908.0,0,1815,0,2305830.0,2076184.0,4694633.0,12656957.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,1,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,0
481153,Base,Base,TIENDAS_PROPIAS,22.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,ANDINA,ANTIOQUIA,APARTADÓ,Y,N,N,3.0,2,4,3,32000.0,13000.0,36000.0,30000.0,31642.0,15517,34676,31507,4878.0,4449,4567,6169,26764.0,11068,30109,25338,0,255.0,170,177,245,365.8,326.6,338.9,455.1,3.0,6.0,11.0,1.0,581.0,363,339,406,356.9,311.3,337.7,385.5,22.0,16,27,15,0.0,0.0,0.0,3907.0,1782,4395,5308,0.0,0,0,1155,22857.0,9286,25714,18824,0.0,0,0,50,9230639.0,10803122.0,17539324.0,11221301.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,2.0,"Voz Ilimitada + SMS Ilimitados Allnet + 3,5 GB + WA + FB 15d -$10000",4.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,3.0,"Voz Ilimitada + SMS Ilimitados Allnet + 3,5 GB + WA + FB 15d -$10000",0
81851,Base,Base,DISTRIBUIDORES,1.0,MOBILE,4G,4G,Y,N,N,N,SMARTPHONE,SUR,VALLE DEL CAUCA,CALI,Y,N,N,3.0,1,0,0,18500.0,1250.0,0.0,0.0,6566.0,1047,0,0,293.0,0,0,0,6273.0,1047,0,0,0,15.0,0,0,0,21.9,0.0,0.0,0.0,1.0,2.0,0.0,0.0,89.0,1,0,0,117.0,0.3,0.0,0.0,4.0,3,0,0,0.0,0.0,0.0,916.0,1047,0,0,0.0,0,0,0,5357.0,0,0,0,0.0,0,0,0,2566312.0,3.1,0.0,0.0,CORE,NO CORE,NO CORE,NO CORE,13.0,13,44,13,2.0,60 Minutos + 60 SMS Allnet + 60 MB -$1000,1.0,20 SMS Allnet -$1200,,,,,0
484346,Base,Base,DISTRIBUIDORES,38.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,BOGOTA,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",Y,N,N,4.0,5,6,6,14000.0,22000.0,33000.0,21000.0,13609.0,20165,30549,24091,1900.0,1765,3007,5519,11709.0,18400,27542,18572,0,145.0,150,105,216,447.6,304.1,339.6,754.2,14.0,4.0,3.0,2.0,119.0,191,188,358,324.9,206.0,341.3,600.8,31.0,34,30,33,0.0,0.0,0.0,1709.0,2686,5685,2564,0.0,0,9126,0,10000.0,15714,10916,15101,0.0,0,1815,908,54396459.0,43936594.0,33382358.0,30006867.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,5.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,5.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,6.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,0
307614,Base,Base,FUERZA_VD,91.0,MOBILE,4G,2G,Y,N,Y,N,SMARTPHONE,ANDINA,ANTIOQUIA,MEDELLÍN,Y,N,N,3.0,0,1,0,15000.0,0.0,7000.0,0.0,8194.0,691,6518,332,667.0,691,663,332,7527.0,0,5855,0,0,28.0,21,21,13,45.7,38.1,46.0,13.9,15.0,12.0,5.0,9.0,49.0,63,71,84,40.1,47.9,106.0,136.5,1.0,1,6,7,0.0,0.0,0.0,1099.0,0,855,0,0.0,0,0,0,6429.0,0,5000,0,0.0,0,0,0,5853964.0,8527908.0,9939874.0,13921315.0,CORE,NO CORE,CORE   ,NO CORE,1.0,1,1,1,2.0,Voz ilimitada + SMS Ilimitados  Allnet + 500 MB -$2000,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,,,0
76041,Base,Base,TIENDAS_PROPIAS,69.0,MOBILE,4G,2G,Y,N,N,Y,SMARTPHONE,COSTA,MAGDALENA,CIÉNAGA,Y,N,N,1.0,0,0,1,6500.0,0.0,0.0,7000.0,5697.0,303,157,6028,261.0,303,157,173,5436.0,0,0,5855,0,58.0,61,46,56,62.0,70.0,45.7,55.3,7.0,2.0,9.0,5.0,139.0,127,106,110,65.5,61.5,73.7,54.1,24.0,17,35,32,0.0,0.0,0.0,794.0,0,0,855,0.0,0,0,0,4643.0,0,0,5000,0.0,0,0,0,10006905.0,10208951.0,12154093.0,10232569.0,CORE,NO CORE,NO CORE,CORE   ,0.0,0,0,0,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,,,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,0
168824,Base,Base,DISTRIBUIDORES,103.0,MOBILE,3G,2G,Y,Y,Y,Y,FEATURE PHONE,COSTA,ATLÁNTICO,BARRANQUILLA,Y,N,N,4.0,4,4,4,30000.0,28000.0,28000.0,28000.0,26307.0,24109,24458,25130,1216.0,691,1040,1712,25091.0,23418,23418,23418,0,157.0,128,93,163,317.3,229.7,218.8,488.3,3.0,7.0,8.0,4.0,315.0,309,286,442,904.0,822.0,764.0,1126.0,8.0,6,5,2,0.0,0.0,0.0,3663.0,3418,3418,3418,0.0,0,0,0,21429.0,20000,20000,20000,0.0,0,0,0,670001.4,1544141.0,439470.2,1528071.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 2 GB + WA + FB 7d -$7000,0
400304,Base,Base,DISTRIBUIDORES,2.0,MOBILE,4G,2G,Y,Y,N,N,SMARTPHONE,COSTA,LA GUAJIRA,SAN JUAN DEL CESAR,Y,N,N,2.0,1,0,0,7000.0,5000.0,0.0,0.0,6398.0,4182,0,0,46.0,0,0,0,6352.0,4182,0,0,0,8.0,0,0,0,4.5,0.0,0.0,0.0,5.0,1.0,0.0,0.0,21.0,4,0,0,2.9,1.7,0.0,0.0,7.0,2,0,0,0.0,0.0,0.0,1050.0,610,0,0,0.0,0,0,0,5252.0,3571,0,0,50.0,0,0,0,6540592.0,330242.3,0.0,0.0,CORE,CORE   ,NO CORE,NO CORE,0.0,0,0,0,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,1.0,"Voz Ilimitada + SMS Ilimitados Allnet + 1,5 GB + WA + FB 7d ATCK -$5000",,,,,0
140287,Base,Base,TIENDAS_PROPIAS,15.0,MOBILE,4G,4G,Y,Y,Y,Y,SMARTPHONE,COSTA,ATLÁNTICO,BARRANQUILLA,Y,N,N,3.0,4,5,3,28500.0,36000.0,36000.0,23000.0,24512.0,30947,32803,21437,675.0,838,2694,1703,23837.0,30109,30109,19734,0,139.0,88,72,143,909.6,261.9,339.3,366.7,13.0,8.0,7.0,6.0,155.0,158,145,242,245.0,249.0,337.8,328.9,1.0,0,1,1,0.0,0.0,0.0,3480.0,4395,4395,3003,0.0,0,0,0,20357.0,25714,25714,16681,0.0,0,0,50,11350636.0,9000235.0,8435963.0,5205628.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,1,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,5.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,0
390469,Base,Base,FUERZA_VD,82.0,MOBILE,4G,2G,Y,N,N,Y,SMARTPHONE,COSTA,ATLÁNTICO,BARRANQUILLA,Y,N,N,2.0,0,1,1,10600.0,0.0,3000.0,3000.0,9793.0,176,2992,2928,966.0,176,553,419,8827.0,0,2439,2509,0,35.0,11,23,18,73.0,14.4,52.7,17.2,12.0,4.0,11.0,6.0,17.0,0,6,2,15.2,0.0,17.6,0.6,11.0,27,29,23,0.0,0.0,0.0,2482.0,0,2439,366,2773.0,0,0,0,3571.0,0,0,2143,0.0,0,0,0,275979.6,15403.3,88425.4,197697.8,CORE,NO CORE,CORE   ,CORE   ,0.0,0,0,1,4.0,60 Minutos + 60 SMS Allnet + 60 MB -$1000,,,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,0
271990,Base,Base,TIENDAS_PROPIAS,23.0,MOBILE,4G,2G,Y,Y,Y,Y,SMARTPHONE,COSTA,MAGDALENA,SANTA MARTA,Y,N,N,3.0,2,3,4,32000.0,20000.0,30000.0,29000.0,27795.0,19953,25809,25237,1031.0,3226,718,982,26764.0,16727,25091,24255,0,124.0,147,110,126,193.5,348.9,134.5,215.1,6.0,1.0,2.0,0.0,211.0,154,116,186,379.5,476.3,120.0,182.1,25.0,13,19,23,0.0,0.0,0.0,3907.0,2442,3663,3541,0.0,0,0,0,22857.0,14286,21429,20714,0.0,0,0,0,10287970.0,7081542.0,5191448.0,7578310.0,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,1,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,2.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,3.0,Voz Ilimitada + SMS Ilimitados Allnet + 3 GB + WA + FB 10d -$10000,4.0,Voz Ilimitada + SMS Ilimitados Allnet + 1.3 GB + WA + FB 6d -$6000,0
219098,Base,Base,RETAIL,74.0,MOBILE,4G,4G,N,Y,Y,N,SMARTPHONE,COSTA,MAGDALENA,SANTA MARTA,Y,N,N,2.0,3,2,3,2000.0,5000.0,4000.0,8000.0,1731.0,4354,3710,7012,104.0,205,386,449,1627.0,4149,3324,6563,0,12.0,26,42,42,12.5,18.5,36.6,77.6,5.0,4.0,4.0,1.0,32.0,35,39,62,11.1,23.3,22.2,36.7,26.0,39,37,26,0.0,0.0,0.0,1627.0,1544,1181,4715,0.0,462,0,1849,0.0,2143,2143,0,0.0,0,0,0,486.8,3395853.0,60001.3,189815.5,CORE,CORE   ,CORE   ,CORE   ,0.0,0,0,0,,,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 350 MB + WA + FB 2d -$3000,,,0
338438,Base,Base,DISTRIBUIDORES,2.0,MOBILE,4G,2G,Y,Y,N,N,SMARTPHONE,ANDINA,SANTANDER,PUERTO PARRA,Y,N,N,3.0,1,0,0,16000.0,3000.0,0.0,0.0,14340.0,2509,0,0,1085.0,0,0,0,13255.0,2509,0,0,0,10.0,0,0,0,81.3,0.0,0.0,0.0,5.0,0.0,0.0,0.0,30.0,0,0,0,144.4,0.0,0.0,0.0,7.0,0,0,0,0.0,0.0,0.0,1343.0,366,0,0,693.0,0,0,0,11050.0,2143,0,0,168.0,0,0,0,20619770.0,0.0,0.0,0.0,CORE,CORE   ,NO CORE,NO CORE,6.0,6,0,0,5.0,200 MB Total -$1900,1.0,Voz Ilimitada + SMS Ilimitados Allnet + 500 MB + WA + FB 5d -$3000,,,,,0
